Bowler Type,Ball Length,Ball Line,Speed (km/h),Shot Type,Runs Scored,Wicket,Field Placement,Angle,Bounce (cm),Field Positions
Fast,Full,Middle,132,Straight Drive,2,0,Defensive,-9.593691889270573,102,Mid-wicket
Spin,Good,Leg-stump,131,Hook,4,0,Aggressive,1.8367874950118335,75,Fine Leg
Fast,Short,Middle,139,Pull,2,0,Aggressive,9.130142834347993,84,Fine Leg
Fast,Short,Middle,131,Cut,6,0,Balanced,0.8668126142532309,76,Cover
Fast,Full,Off-stump,142,Defensive,1,0,Defensive,13.227194719455007,78,Square Leg
Spin,Full,Leg-stump,111,Pull,1,0,Defensive,-1.3559986388077476,17,Long-on
Fast,Short,Off-stump,120,Pull,0,0,Balanced,6.710099557737994,35,Square Leg
Spin,Full,Leg-stump,120,Cover Drive,2,0,Defensive,-5.205378753264542,95,Mid-wicket
Spin,Good,Off-stump,120,Edge,6,0,Aggressive,-14.339606924338346,107,Point
Spin,Full,Leg-stump,149,Straight Drive,2,0,Defensive,-0.9250513863851122,86,Mid-wicket
Spin,Short,Off-stump,145,Edge,6,0,Aggressive,14.975041834954023,22,Long-on
Fast,Full,Middle,143,Defensive,3,0,Defensive,8.41620650612165,30,Square Leg
Fast,Short,Leg-stump,147,Edge,4,0,Defensive,8.890974126755644,44,Point
Spin,Good,Leg-stump,146,Cover Drive,0,0,Defensive,10.560001099775299,11,Long-on
Fast,Good,Leg-stump,123,Hook,2,0,Aggressive,-13.078641903466183,50,Mid-wicket
Spin,Good,Middle,115,Flick,6,0,Aggressive,-5.6251614146980575,50,Fine Leg
Fast,Short,Off-stump,120,Cut,4,0,Defensive,-11.334277199718837,68,Fine Leg
Spin,Good,Middle,140,Sweep,3,0,Defensive,0.6076953723649492,33,Long-on
Fast,Good,Leg-stump,127,Flick,2,0,Balanced,-0.9764171784862654,65,Slips
Fast,Full,Off-stump,120,Hook,0,0,Balanced,10.728257404604559,67,Long-off
Spin,Full,Middle,129,Straight Drive,1,0,Aggressive,12.919771526861325,48,Fine Leg
Spin,Full,Middle,111,Cut,0,0,Balanced,7.608453748066847,40,Square Leg
Spin,Full,Off-stump,117,Edge,4,0,Defensive,13.318962135580758,70,Long-on
Spin,Full,Leg-stump,114,Straight Drive,2,0,Defensive,7.804816541536141,34,Point
Spin,Good,Middle,132,Cover Drive,4,0,Balanced,-4.793613195588485,79,Fine Leg
Spin,Full,Leg-stump,144,Cut,0,0,Aggressive,-7.16257277584268,22,Square Leg
Fast,Good,Off-stump,111,Flick,1,0,Defensive,0.057342118525859576,39,Fine Leg
Spin,Good,Off-stump,136,Cut,0,0,Balanced,2.2077238014356197,26,Long-on
Fast,Short,Leg-stump,128,Pull,6,0,Aggressive,12.238630049724879,31,Fine Leg
Spin,Full,Off-stump,117,Cover Drive,4,0,Aggressive,0.6176115805048603,16,Slips
Fast,Good,Middle,121,Cut,4,0,Aggressive,1.3764295284912293,34,Slips
Spin,Full,Middle,119,Defensive,0,0,Balanced,-6.06933392491886,38,Slips
Fast,Good,Leg-stump,112,Straight Drive,3,0,Defensive,10.659049297475761,87,Long-off
Spin,Short,Leg-stump,134,Defensive,0,0,Balanced,1.975978345023222,52,Square Leg
Fast,Good,Leg-stump,134,Hook,3,0,Aggressive,0.3562874271619094,55,Point
Spin,Good,Middle,145,Pull,1,0,Defensive,-10.096079328596332,13,Point
Fast,Good,Middle,129,Hook,1,0,Balanced,10.984146169826793,36,Square Leg
Spin,Full,Leg-stump,121,Pull,0,0,Balanced,-6.951670925888367,16,Long-off
Fast,Good,Off-stump,110,Cut,1,0,Defensive,-11.034340972717644,38,Fine Leg
Spin,Full,Leg-stump,123,Edge,4,0,Aggressive,-1.31004335443928,24,Long-on
Fast,Short,Off-stump,126,Cut,4,0,Balanced,9.251181032984992,62,Mid-wicket
Spin,Short,Leg-stump,146,Straight Drive,0,0,Aggressive,3.2174234408094513,102,Long-off
Fast,Full,Off-stump,112,Edge,1,0,Aggressive,-0.3016297116777782,99,Square Leg
Spin,Short,Off-stump,149,Cover Drive,3,0,Balanced,-10.162268388654963,24,Long-off
Spin,Short,Leg-stump,149,Hook,0,0,Balanced,14.591716706441087,25,Long-on
Spin,Full,Middle,132,Pull,0,0,Balanced,-0.7827657959720629,45,Point
Fast,Full,Middle,133,Edge,1,0,Defensive,5.574224577381003,26,Long-off
Fast,Short,Leg-stump,123,Defensive,2,0,Balanced,-8.577974931812948,51,Mid-wicket
Fast,Short,Leg-stump,117,Edge,0,0,Defensive,-6.309349935712655,50,Square Leg
Fast,Good,Leg-stump,125,Edge,0,0,Aggressive,-9.882901675206213,101,Slips
Fast,Good,Middle,118,Defensive,3,0,Defensive,6.2773379396941,57,Point
Spin,Full,Middle,146,Sweep,0,0,Defensive,11.09289217386899,116,Fine Leg
Spin,Full,Middle,148,Cover Drive,1,0,Defensive,6.97389897969731,65,Point
Spin,Full,Leg-stump,131,Defensive,0,0,Balanced,14.939807563016345,40,Square Leg
Fast,Full,Middle,123,Edge,0,0,Defensive,-6.8268054096383075,16,Fine Leg
Fast,Full,Leg-stump,146,Hook,3,0,Aggressive,11.90725312379642,80,Mid-wicket
Fast,Full,Off-stump,114,Defensive,0,0,Defensive,-8.374501795713135,65,Mid-wicket
Spin,Short,Middle,113,Defensive,2,1,Aggressive,-5.195574853621869,75,Cover
Fast,Short,Off-stump,126,Hook,0,0,Balanced,10.379645423653294,92,Mid-wicket
Spin,Full,Middle,115,Straight Drive,4,0,Balanced,-2.326301831727692,82,Long-on
Fast,Good,Off-stump,145,Straight Drive,2,0,Aggressive,-5.613391282822182,104,Long-off
Spin,Full,Middle,138,Flick,4,0,Defensive,0.42455312902165154,55,Slips
Spin,Good,Middle,126,Straight Drive,1,0,Defensive,8.130656382786256,75,Mid-wicket
Fast,Good,Leg-stump,146,Defensive,4,0,Defensive,-1.6540967590410034,42,Slips
Fast,Good,Leg-stump,125,Cut,0,0,Aggressive,-0.28992069376447205,12,Slips
Spin,Good,Off-stump,116,Cover Drive,0,0,Defensive,-0.19318250327358832,23,Long-off
Fast,Short,Middle,135,Edge,0,0,Aggressive,-14.262798778329266,88,Point
Spin,Short,Off-stump,136,Cut,1,0,Balanced,-14.121099438075117,82,Long-on
Fast,Full,Leg-stump,123,Sweep,6,0,Balanced,14.686136678276796,33,Cover
Fast,Short,Off-stump,111,Straight Drive,4,0,Balanced,-0.45800248344104233,35,Point
Fast,Full,Middle,128,Edge,4,0,Defensive,-14.877797895806722,30,Fine Leg
Fast,Full,Off-stump,149,Hook,1,0,Balanced,8.341486296431786,77,Fine Leg
Fast,Full,Middle,120,Straight Drive,6,0,Aggressive,-1.9617133698092317,59,Mid-wicket
Fast,Short,Leg-stump,112,Edge,4,0,Balanced,-5.2235152580477955,118,Slips
Fast,Good,Off-stump,117,Edge,3,0,Defensive,-5.197715599045804,61,Mid-wicket
Fast,Good,Off-stump,132,Flick,4,0,Balanced,12.945589356921271,26,Square Leg
Spin,Short,Middle,144,Pull,2,0,Balanced,14.37801425108448,60,Fine Leg
Fast,Full,Middle,144,Defensive,2,0,Aggressive,12.482912344560333,79,Slips
Fast,Full,Middle,123,Pull,1,0,Defensive,7.629052730480776,22,Slips
Fast,Short,Middle,142,Cover Drive,3,0,Aggressive,-3.224281957577377,57,Mid-wicket
Spin,Good,Off-stump,117,Flick,0,0,Defensive,6.177695032790446,19,Fine Leg
Fast,Good,Middle,145,Hook,0,0,Aggressive,-0.027551448981395055,93,Mid-wicket
Fast,Full,Leg-stump,130,Hook,3,0,Aggressive,13.705549235407037,10,Long-on
Fast,Good,Off-stump,135,Edge,1,0,Balanced,3.2174252893330184,20,Square Leg
Spin,Short,Leg-stump,119,Straight Drive,0,0,Balanced,2.0013187276232287,12,Fine Leg
Spin,Short,Off-stump,129,Pull,0,0,Balanced,4.451936539162489,38,Cover
Spin,Full,Off-stump,138,Hook,6,0,Defensive,-10.41191907198536,93,Slips
Fast,Good,Leg-stump,128,Cut,6,0,Balanced,-0.943558585345377,98,Mid-wicket
Spin,Short,Off-stump,135,Edge,4,0,Defensive,14.686974430650874,80,Mid-wicket
Fast,Short,Leg-stump,132,Straight Drive,3,0,Balanced,6.453505322680037,68,Slips
Fast,Good,Leg-stump,146,Sweep,6,0,Balanced,-8.951379532050014,59,Fine Leg
Spin,Good,Leg-stump,132,Cover Drive,3,0,Aggressive,-3.93920936568197,15,Cover
Spin,Short,Leg-stump,120,Pull,6,0,Aggressive,2.954811549385571,73,Cover
Spin,Full,Leg-stump,122,Straight Drive,4,0,Aggressive,-6.250731981125849,101,Mid-wicket
Fast,Good,Leg-stump,129,Sweep,4,0,Defensive,-0.8938475761775138,73,Long-off
Spin,Full,Middle,129,Cover Drive,0,0,Aggressive,8.03679919268501,85,Fine Leg
Fast,Full,Leg-stump,125,Pull,0,0,Balanced,-8.46590225005774,40,Point
Spin,Good,Middle,146,Cut,3,0,Balanced,5.692451084573662,48,Slips
Fast,Good,Off-stump,120,Flick,0,0,Defensive,-11.517865563731833,13,Mid-wicket
Spin,Good,Leg-stump,111,Hook,2,0,Aggressive,3.2359926238133063,78,Square Leg
Spin,Full,Off-stump,134,Pull,0,0,Balanced,10.043407568162468,56,Long-off
Fast,Short,Middle,132,Cover Drive,0,0,Defensive,8.312472037786002,71,Long-on
Fast,Full,Middle,134,Straight Drive,1,0,Balanced,-13.880638296545918,32,Cover
Fast,Full,Leg-stump,111,Straight Drive,2,0,Aggressive,11.516602548325917,85,Point
Fast,Good,Middle,148,Cut,1,0,Defensive,-4.148790952012419,22,Cover
Fast,Full,Leg-stump,123,Sweep,2,0,Defensive,13.749683887456719,71,Square Leg
Spin,Short,Off-stump,120,Defensive,4,0,Defensive,1.3616948515290765,108,Point
Spin,Full,Middle,121,Edge,0,0,Defensive,6.057033113471583,25,Long-on
Fast,Full,Middle,130,Pull,3,0,Balanced,9.182304741030848,116,Mid-wicket
Spin,Full,Leg-stump,122,Hook,3,0,Defensive,5.543040416076572,95,Cover
Fast,Full,Middle,133,Cover Drive,0,1,Aggressive,10.12033924765101,43,Long-on
Spin,Short,Middle,110,Straight Drive,2,0,Balanced,5.217582398782888,25,Mid-wicket
Spin,Short,Off-stump,143,Straight Drive,1,0,Defensive,-2.0304098402862714,91,Point
Spin,Good,Middle,112,Cover Drive,4,0,Balanced,14.41715645831588,65,Square Leg
Fast,Full,Leg-stump,120,Cut,0,1,Balanced,11.84818466532517,48,Long-on
Spin,Good,Leg-stump,121,Defensive,0,0,Aggressive,-9.856650121828473,68,Mid-wicket
Spin,Full,Leg-stump,144,Defensive,1,0,Aggressive,-6.633369441293036,84,Long-off
Spin,Short,Leg-stump,113,Straight Drive,4,0,Aggressive,4.227389910860328,54,Long-off
Spin,Short,Middle,148,Cover Drive,0,0,Aggressive,-1.2679818478450144,31,Mid-wicket
Spin,Good,Leg-stump,127,Hook,1,0,Balanced,-14.569177426851525,72,Fine Leg
Fast,Short,Off-stump,123,Cover Drive,0,0,Aggressive,-4.0810025185853664,57,Long-off
Fast,Short,Middle,146,Sweep,4,0,Balanced,5.849019114017331,90,Mid-wicket
Spin,Full,Off-stump,142,Cut,4,0,Aggressive,-14.974876846078356,45,Cover
Fast,Full,Leg-stump,110,Flick,4,0,Defensive,-13.955453580760176,42,Mid-wicket
Spin,Full,Leg-stump,145,Cut,2,0,Balanced,11.891595561799296,115,Point
Fast,Good,Leg-stump,134,Cover Drive,0,0,Defensive,-7.903846043850437,96,Long-on
Spin,Good,Leg-stump,143,Hook,4,0,Balanced,7.297505660997203,72,Point
Spin,Full,Off-stump,113,Pull,4,0,Defensive,-13.908839130625775,68,Long-on
Spin,Good,Middle,147,Sweep,1,0,Balanced,-6.700065093840093,63,Slips
Spin,Full,Middle,125,Edge,0,0,Aggressive,-8.494204627559045,99,Long-on
Fast,Good,Off-stump,127,Cover Drive,1,0,Aggressive,-7.9609569745237305,67,Point
Fast,Good,Leg-stump,126,Defensive,3,1,Balanced,2.8414630188051255,41,Long-off
Fast,Good,Off-stump,140,Flick,2,0,Defensive,-10.53248879136889,54,Fine Leg
Spin,Full,Off-stump,114,Edge,1,0,Defensive,-4.117754708171788,100,Long-on
Spin,Good,Middle,128,Pull,4,0,Balanced,-4.391993609130703,53,Mid-wicket
Fast,Short,Leg-stump,118,Cut,0,0,Balanced,7.715681617642488,58,Long-on
Fast,Short,Off-stump,129,Edge,2,0,Defensive,-12.687824021331355,106,Fine Leg
Spin,Short,Leg-stump,135,Pull,0,0,Balanced,9.730867808968718,76,Mid-wicket
Spin,Full,Off-stump,116,Pull,6,0,Aggressive,0.18542271118367992,30,Long-off
Fast,Short,Middle,141,Cover Drive,0,0,Defensive,-4.124421608539983,72,Long-off
Fast,Good,Off-stump,112,Defensive,0,0,Aggressive,-10.733909387951226,62,Fine Leg
Spin,Good,Leg-stump,113,Cut,0,0,Defensive,-9.312531195848454,67,Mid-wicket
Spin,Full,Middle,119,Hook,0,0,Aggressive,-4.193127037922656,75,Slips
Fast,Short,Middle,116,Straight Drive,0,0,Aggressive,-11.024578034465295,93,Point
Fast,Good,Middle,116,Edge,3,0,Balanced,4.1184427896504054,27,Point
Spin,Good,Off-stump,120,Cut,4,0,Defensive,-4.277525561885959,54,Mid-wicket
Spin,Full,Off-stump,146,Flick,2,0,Defensive,10.708184806754666,36,Long-off
Spin,Good,Leg-stump,123,Hook,0,0,Aggressive,0.5679165476642591,20,Long-off
Spin,Short,Leg-stump,117,Straight Drive,1,0,Balanced,-14.404887530541963,68,Long-on
Spin,Short,Middle,143,Edge,0,0,Defensive,4.072563179509185,22,Long-on
Fast,Good,Off-stump,119,Flick,1,0,Defensive,-9.777589643444896,85,Mid-wicket
Spin,Good,Leg-stump,136,Hook,2,0,Balanced,9.84411558189209,85,Mid-wicket
Spin,Short,Middle,140,Sweep,0,0,Defensive,-5.15924955416553,59,Long-on
Fast,Full,Middle,130,Straight Drive,4,0,Defensive,-6.581087090425516,72,Long-on
Spin,Short,Off-stump,143,Cover Drive,3,0,Balanced,-8.336339473924715,14,Slips
Spin,Short,Off-stump,114,Sweep,2,0,Aggressive,14.794140306586009,64,Cover
Fast,Full,Off-stump,143,Sweep,0,0,Balanced,-9.408113731772687,38,Long-on
Fast,Good,Middle,115,Cut,3,0,Defensive,-8.550235972647116,15,Square Leg
Spin,Good,Off-stump,136,Edge,3,0,Aggressive,7.0082435265940255,107,Fine Leg
Fast,Short,Middle,144,Pull,0,0,Balanced,-10.908475005850601,41,Mid-wicket
Spin,Full,Middle,122,Defensive,3,0,Balanced,-9.080714619030317,116,Mid-wicket
Spin,Short,Off-stump,121,Defensive,3,0,Balanced,13.195207115188495,50,Cover
Fast,Short,Off-stump,121,Pull,0,0,Aggressive,-13.0996520390995,49,Cover
Fast,Full,Middle,127,Edge,4,0,Aggressive,-4.385599295263738,100,Square Leg
Spin,Good,Leg-stump,149,Edge,6,0,Defensive,-9.752492671707788,43,Long-on
Fast,Good,Middle,139,Hook,0,0,Defensive,11.12627707701165,23,Fine Leg
Spin,Good,Off-stump,143,Straight Drive,0,0,Balanced,-11.41971253985881,115,Point
Spin,Short,Middle,141,Cut,1,1,Defensive,-9.061164715012477,73,Slips
Fast,Good,Middle,144,Cut,0,0,Aggressive,-4.668593064761703,63,Mid-wicket
Fast,Full,Leg-stump,121,Flick,3,0,Defensive,-2.846788884543912,63,Mid-wicket
Spin,Good,Middle,120,Pull,0,0,Defensive,4.183619645735551,39,Slips
Fast,Good,Off-stump,114,Pull,0,0,Balanced,11.786082011022032,47,Point
Fast,Short,Middle,141,Cover Drive,0,0,Balanced,12.75080063618461,118,Point
Fast,Short,Leg-stump,122,Hook,1,0,Balanced,-4.561508322251381,67,Mid-wicket
Spin,Full,Middle,136,Hook,0,0,Defensive,12.581546240057879,109,Slips
Fast,Full,Leg-stump,127,Edge,0,0,Balanced,-2.6484789792463665,49,Mid-wicket
Spin,Full,Leg-stump,136,Sweep,2,0,Balanced,0.9637358494154604,43,Cover
Fast,Short,Leg-stump,115,Edge,2,0,Balanced,14.860190452004733,73,Slips
Spin,Short,Leg-stump,124,Straight Drive,1,0,Defensive,-0.04946028077074516,79,Fine Leg
Spin,Short,Off-stump,131,Straight Drive,1,0,Balanced,11.69928754363043,66,Slips
Spin,Short,Leg-stump,132,Flick,0,0,Aggressive,-10.622339197262956,104,Point
Fast,Short,Middle,113,Pull,0,0,Balanced,5.578919005790947,14,Fine Leg
Spin,Short,Leg-stump,142,Defensive,4,0,Aggressive,4.373379738983946,69,Long-on
Fast,Full,Middle,123,Pull,1,0,Aggressive,-7.272961375487683,107,Fine Leg
Spin,Short,Leg-stump,112,Defensive,1,0,Balanced,1.9062896796116497,37,Fine Leg
Spin,Good,Middle,134,Flick,2,0,Defensive,11.474703033012155,116,Slips
Spin,Good,Middle,123,Pull,4,0,Balanced,7.858939929958698,26,Fine Leg
Fast,Good,Middle,128,Cover Drive,2,0,Defensive,6.610191925272414,97,Square Leg
Spin,Good,Middle,142,Flick,0,0,Defensive,-1.8992472648468457,58,Long-on
Fast,Full,Middle,124,Cover Drive,0,0,Defensive,6.960438421185621,60,Square Leg
Spin,Full,Leg-stump,136,Sweep,2,1,Defensive,0.9178712373366835,97,Long-on
Fast,Short,Leg-stump,122,Defensive,4,0,Defensive,11.029442013003504,30,Square Leg
Spin,Good,Middle,116,Flick,0,0,Defensive,-9.087727361882049,50,Fine Leg
Fast,Good,Leg-stump,117,Pull,4,0,Defensive,-14.209768347090199,48,Long-off
Fast,Short,Leg-stump,118,Straight Drive,1,0,Balanced,-8.858738643673366,19,Square Leg
Fast,Full,Leg-stump,129,Defensive,4,0,Balanced,12.42787384722137,62,Slips
Spin,Full,Off-stump,117,Sweep,0,0,Aggressive,12.938344170691106,72,Point
Spin,Good,Leg-stump,144,Sweep,6,0,Aggressive,-14.13770346696144,57,Mid-wicket
Fast,Good,Leg-stump,136,Defensive,0,0,Balanced,-0.6916220230455021,86,Cover
Fast,Short,Middle,134,Flick,2,0,Balanced,5.9926960603230235,26,Long-on
Spin,Short,Off-stump,145,Sweep,0,0,Aggressive,-2.9597959527868944,91,Long-off
Fast,Short,Leg-stump,137,Flick,0,0,Aggressive,7.50661356118794,34,Square Leg
Fast,Short,Off-stump,128,Pull,0,1,Balanced,-11.147139973636673,49,Mid-wicket
Fast,Short,Off-stump,125,Flick,6,1,Balanced,-11.757611360385061,59,Cover
Spin,Short,Leg-stump,139,Cover Drive,0,0,Defensive,-8.114164272318696,59,Fine Leg
Fast,Full,Leg-stump,113,Hook,2,0,Aggressive,-11.041751650286521,28,Fine Leg
Fast,Good,Middle,142,Hook,2,0,Balanced,11.340379476185916,75,Slips
Spin,Good,Middle,138,Sweep,0,0,Balanced,14.767165676521572,22,Long-on
Spin,Good,Off-stump,115,Pull,4,1,Balanced,-3.1604648652820124,95,Point
Spin,Full,Off-stump,122,Straight Drive,0,0,Aggressive,0.5464533746706284,21,Mid-wicket
Spin,Good,Off-stump,142,Edge,0,0,Aggressive,8.706740173828024,90,Long-on
Fast,Good,Middle,123,Cover Drive,4,0,Aggressive,-4.4286233773672645,25,Cover
Spin,Short,Leg-stump,133,Cut,0,0,Balanced,-13.025507576678862,16,Fine Leg
Fast,Short,Off-stump,122,Pull,0,0,Balanced,-11.443333133583257,33,Long-on
Spin,Full,Middle,120,Cut,1,0,Defensive,-1.9270040331762566,15,Mid-wicket
Fast,Good,Middle,138,Cut,4,0,Balanced,5.015401023726213,104,Long-off
Spin,Full,Middle,129,Cover Drive,6,0,Balanced,-10.12636694111484,29,Long-off
Spin,Short,Off-stump,144,Edge,2,1,Aggressive,0.8578059760701429,94,Mid-wicket
Fast,Good,Middle,135,Flick,0,0,Defensive,8.687465665646709,49,Fine Leg
Spin,Short,Leg-stump,123,Edge,2,0,Defensive,-5.225481272590997,52,Slips
Fast,Short,Off-stump,117,Pull,0,0,Aggressive,5.684780234278264,90,Long-off
Spin,Short,Leg-stump,110,Straight Drive,0,0,Balanced,-14.784439820939681,117,Long-off
Fast,Short,Leg-stump,130,Flick,0,0,Balanced,-1.477691534686091,46,Square Leg
Spin,Short,Off-stump,133,Cut,1,0,Balanced,-5.967969038073626,94,Point
Spin,Full,Off-stump,125,Defensive,0,0,Balanced,5.4295148615763935,15,Square Leg
Spin,Short,Leg-stump,144,Flick,3,0,Aggressive,1.957659727768668,90,Mid-wicket
Spin,Good,Off-stump,140,Flick,1,0,Defensive,7.636176366587588,33,Slips
Fast,Good,Leg-stump,110,Hook,0,0,Aggressive,-6.2729753409057345,105,Square Leg
Spin,Good,Middle,134,Defensive,0,0,Balanced,7.524385904833778,54,Point
Fast,Good,Off-stump,127,Defensive,2,0,Aggressive,4.249531200361069,97,Slips
Spin,Good,Off-stump,139,Edge,3,1,Defensive,-7.724499022327319,58,Mid-wicket
Spin,Full,Leg-stump,136,Defensive,6,0,Defensive,1.0794025694987681,87,Cover
Spin,Good,Leg-stump,145,Defensive,0,0,Balanced,-4.955575525476316,22,Square Leg
Spin,Good,Leg-stump,113,Sweep,0,0,Balanced,-12.37138293254873,23,Long-on
Fast,Full,Off-stump,137,Cover Drive,4,0,Defensive,14.109807930578587,87,Slips
Spin,Short,Off-stump,148,Sweep,4,0,Balanced,8.64549202649063,67,Square Leg
Fast,Good,Off-stump,141,Straight Drive,1,0,Aggressive,4.550572874296112,70,Fine Leg
Fast,Full,Leg-stump,122,Sweep,0,0,Aggressive,13.45211232809509,81,Slips
Spin,Full,Leg-stump,118,Defensive,0,0,Balanced,-4.120866190424707,49,Long-on
Spin,Full,Middle,145,Flick,0,0,Defensive,-0.5042747420004385,89,Mid-wicket
Spin,Full,Middle,116,Flick,0,0,Defensive,10.870688442045985,43,Fine Leg
Fast,Full,Leg-stump,143,Hook,0,0,Balanced,-14.333473924831916,52,Mid-wicket
Fast,Good,Middle,130,Cover Drive,0,0,Aggressive,5.7507515086426615,44,Long-off
Spin,Short,Off-stump,142,Flick,4,0,Balanced,0.38736926967504814,113,Mid-wicket
Fast,Good,Middle,115,Edge,1,0,Balanced,8.718984250702508,48,Mid-wicket
Spin,Short,Middle,146,Pull,6,0,Defensive,-6.164991261659246,100,Long-off
Fast,Short,Leg-stump,121,Edge,2,0,Defensive,7.25423436819171,40,Long-off
Spin,Short,Middle,140,Defensive,4,0,Defensive,-8.93924646110089,94,Mid-wicket
Spin,Short,Off-stump,110,Cover Drive,0,1,Defensive,0.6032813715773404,32,Long-off
Fast,Good,Leg-stump,141,Edge,0,0,Defensive,-0.8904654655290898,95,Slips
Spin,Good,Off-stump,111,Cover Drive,0,0,Defensive,1.8191470492929298,119,Point
Spin,Short,Middle,141,Sweep,4,0,Defensive,-10.988009234606425,15,Slips
Fast,Good,Leg-stump,146,Cover Drive,0,0,Aggressive,3.583032892552197,54,Long-off
Spin,Full,Off-stump,127,Cut,0,0,Aggressive,-11.588303324839538,43,Long-on
Spin,Good,Middle,130,Edge,1,0,Defensive,-13.060642341503282,93,Mid-wicket
Fast,Good,Leg-stump,143,Cover Drive,0,0,Aggressive,6.506131019125416,106,Cover
Fast,Full,Leg-stump,147,Defensive,6,0,Aggressive,9.471112180535144,53,Point
Fast,Full,Leg-stump,142,Cut,4,0,Balanced,-2.972346505379061,105,Square Leg
Spin,Good,Off-stump,110,Pull,0,0,Aggressive,0.8291751854252354,101,Square Leg
Fast,Short,Middle,143,Pull,1,0,Balanced,14.686509716223966,43,Cover
Fast,Full,Middle,137,Cut,0,0,Defensive,-2.191167941760824,39,Slips
Fast,Good,Middle,122,Cut,0,0,Defensive,-2.487838426708123,65,Long-on
Fast,Full,Leg-stump,134,Pull,1,0,Defensive,8.145678384102524,60,Long-off
Fast,Short,Middle,134,Straight Drive,1,0,Balanced,-10.96322169640051,42,Mid-wicket
Spin,Good,Leg-stump,111,Defensive,1,0,Defensive,9.664696172294931,71,Mid-wicket
Spin,Good,Middle,139,Hook,4,0,Aggressive,-0.06585842029148203,99,Point
Fast,Good,Off-stump,121,Sweep,0,0,Balanced,7.80654401799935,65,Long-on
Fast,Short,Off-stump,111,Sweep,0,0,Balanced,-6.34860331344928,17,Long-off
Spin,Good,Off-stump,115,Cover Drive,0,0,Balanced,-12.16077295441496,54,Slips
Fast,Full,Off-stump,137,Defensive,0,0,Defensive,8.62654930703798,58,Fine Leg
Spin,Full,Off-stump,112,Edge,3,0,Aggressive,-4.858974274016424,41,Slips
Spin,Good,Off-stump,113,Flick,4,0,Aggressive,-0.8369419295911893,117,Long-on
Fast,Short,Leg-stump,127,Sweep,0,0,Aggressive,-0.10864366671348691,91,Point
Spin,Full,Leg-stump,118,Edge,6,0,Aggressive,10.548069449715907,22,Mid-wicket
Fast,Good,Off-stump,118,Hook,3,0,Aggressive,13.107222302914671,25,Cover
Fast,Good,Leg-stump,112,Cut,0,0,Defensive,-13.576077012962127,93,Long-on
Fast,Good,Off-stump,116,Cut,1,0,Aggressive,9.743100927503832,85,Slips
Spin,Good,Leg-stump,119,Pull,0,0,Balanced,-8.068019183698798,16,Fine Leg
Fast,Good,Middle,112,Pull,4,0,Aggressive,-13.993223333970622,65,Cover
Fast,Full,Middle,135,Flick,4,0,Balanced,-14.112979628986915,28,Mid-wicket
Spin,Short,Middle,148,Straight Drive,1,0,Balanced,11.575872460053443,109,Cover
Spin,Good,Leg-stump,112,Edge,1,0,Balanced,4.452363206202744,13,Square Leg
Fast,Short,Leg-stump,145,Flick,3,0,Aggressive,5.996452897321301,17,Fine Leg
Spin,Good,Off-stump,116,Straight Drive,0,0,Aggressive,8.023406569739677,90,Square Leg
Spin,Full,Leg-stump,141,Pull,0,0,Defensive,5.64033981750617,26,Cover
Spin,Short,Middle,149,Straight Drive,2,0,Aggressive,1.7153369559133615,63,Fine Leg
Fast,Short,Middle,124,Cut,0,0,Defensive,7.688036333346826,114,Long-on
Spin,Good,Off-stump,137,Cut,1,0,Balanced,-5.668240294403358,45,Cover
